이름,이메일,성별,나이,생년월일,주소,관심등록,관심등록일자,시청일자,재생시간,영상길이,카테고리,장르,제목,평점
한석봉,_*****************@daum.net,남,70세,1940년 12월,울산광역시 강서구,T,2021-08-21,2017-03-18,9.37,103.57,영화,멜로/로맨스,막내 형수,1.0
장길산,x**********@naver.com,남,80세,1930년 02월,충청남도 당진시,F,,2018-01-04,1.15,124.33,영화,멜로/로맨스,부부교환 하던 날,0.5
장길산,s********@gmail.com,남,80세,1930년 08월,울산광역시 관악구,F,,2018-12-09,6.27,169.36,영화,드라마,네버다이 버터플라이,1.0
한석봉,g*********@hotmail.com,남,30세,1980년 06월,부산광역시 구로구,F,,2017-01-09,53.11,119.78,영화,코미디,낭만자객,2.5
한석봉,i**********@naver.com,남,10세,2000년 11월,경기도 영월군,T,2021-05-19,2018-07-05,25.65,137.94,드라마,멜로/로맨스,첫사랑 열전,3.0
황진이,f****@hotmail.com,여,50세,1970년 03월,인천광역시 중구,F,,2017-12-21,138.67,175.69,드라마,멜로/로맨스,가슴 큰 울 엄마 2,1.5
한석봉,i********@daum.net,남,10세,2000년 11월,세종특별자치시 구로구,F,,2018-11-05,84.23,93.28,드라마,멜로/로맨스,연애 : 엄마친구,3.0
장길산,c******@hotmail.com,남,80세,1930년 02월,부산광역시 강남구,F,,2018-03-27,6.85,145.93,드라마,,아내와 제자들: 네토라레,2.5
한석봉,i*********@hotmail.com,남,70세,1940년 04월,서울특별시 마포구,T,2019-11-01,2020-03-15,16.62,90.58,드라마,"액션,코미디",뚝방전설,1.5
장길산,e***********@gmail.com,남,70세,1940년 09월,대구광역시 성북구,T,2017-09-06,2020-03-01,55.3,116.27,드라마,멜로/로맨스,며느리 : 잘못된 관계 무삭제,1.0
장길산,v*****@daum.net,남,10세,2000년 06월,대구광역시 강남구,F,,2021-12-22,15.41,136.68,영화,기타,친척 누나,4.5
장희빈,w************@hotmail.com,여,10세,2000년 05월,세종특별자치시 강서구,T,2021-10-03,2019-03-30,118.94,130.2,영화,멜로/로맨스,장모학개론,3.0
황진이,i***********@naver.com,여,60세,1950년 12월,세종특별자치시 서대문구,F,,2021-08-07,97.41,111.15,드라마,"멜로/로맨스,드라마",정사: 은밀한 밀애,4.0
신사임당,c******************@gmail.com,여,30세,1990년 12월,대전광역시 서대문구,F,,2019-03-19,62.82,99.9,드라마,"액션,드라마",표적,1.5
장희빈,z*******************@daum.net,여,80세,1930년 10월,서울특별시 강북구,F,,2017-10-24,150.75,174.43,드라마,"코미디,드라마",형,0.5
성춘향,a************@gmail.com,여,50세,1970년 06월,광주광역시 동구,F,,2021-03-04,44.15,124.92,영화,멜로/로맨스,엄마친구 딸 무삭제판,0.5
장희빈,m*********@naver.com,여,40세,1970년 05월,경상남도 금산군,F,,2018-11-25,23.9,127.09,드라마,코미디,AV 아이돌,3.5
홍길동,o****@daum.net,남,80세,1930년 07월,경상남도 가평군,T,2021-10-18,2020-03-08,106.19,120.37,영화,"코미디,드라마",퍼펙트맨,3.0
장희빈,u*****@gmail.com,여,10세,2000년 03월,경상북도 파주시,F,,2019-03-13,81.82,170.12,드라마,"멜로/로맨스,코미디",내 연애의 기억,2.0
황진이,1*******************@gmail.com,여,40세,1970년 11월,강원도 화천군,F,,2021-05-26,23.09,152.2,드라마,"멜로/로맨스,드라마",아내가 결혼했다,2.0
성춘향,w********@naver.com,여,60세,1950년 05월,경상북도 계룡시,F,,2021-09-12,104.24,164.58,드라마,애니메이션,해적왕 작스톰,0.5
허난설헌,1******************@gmail.com,여,40세,1970년 11월,부산광역시 남구,F,,2018-06-07,38.51,95.5,드라마,드라마,음란한 그녀의 색스런 이야기,3.5
장길산,c*****@hotmail.com,남,70세,1950년 01월,경상북도 시흥시,T,2021-09-01,2018-07-23,63.0,121.6,드라마,멜로/로맨스,유혹 : 친구엄마,1.5
성춘향,5*********@daum.net,여,40세,1970년 11월,부산광역시 종로구,T,2017-10-11,2019-05-04,69.49,173.03,영화,드라마,깡패와소녀,1.5
황진이,9******************@daum.net,여,30세,1980년 12월,경기도 안산시,F,,2018-12-27,128.01,158.73,드라마,"멜로/로맨스,드라마",야한 아내:남편 친구 맛보기 무삭제판,0.5
신사임당,y*******@gmail.com,여,40세,1980년 07월,전라남도 의정부시,T,2017-04-22,2021-12-05,111.41,122.27,영화,"멜로/로맨스,드라마",은밀한 스와핑 무삭제판,4.5
성춘향,b******************@gmail.com,여,20세,2000년 09월,부산광역시 용산구,T,2019-04-16,2021-08-01,110.75,138.34,드라마,"드라마,미스터리",트라이앵글,4.5
허난설헌,x********@gmail.com,여,60세,1950년 09월,충청북도 천안시,T,2017-09-17,2018-09-13,51.46,106.85,영화,멜로/로맨스,여친 언니 무삭제,1.0
허난설헌,k*****************@naver.com,여,90세,1930년 06월,경상남도 용인시,T,2018-01-07,2021-06-28,135.75,151.93,드라마,드라마,이월,1.5
장희빈,h*****@naver.com,여,40세,1970년 09월,경상북도 증평군,T,2020-06-20,2019-04-22,97.89,129.64,영화,멜로/로맨스,우리가족같이,4.5
신사임당,1********@gmail.com,여,70세,1940년 08월,전라북도 고성군,T,2018-01-09,2018-11-09,118.72,166.9,드라마,멜로/로맨스,어린과부,2.0
황진이,3***************@gmail.com,여,70세,1940년 11월,제주특별자치도 군포시,F,,2020-10-19,154.71,164.76,영화,멜로/로맨스,아내의 외도: 감독판,1.5
허난설헌,3********@gmail.com,여,70세,1940년 10월,광주광역시 남구,T,2021-11-26,2019-12-14,78.19,165.68,영화,드라마,도다리 - 리덕스,1.0
장길산,4*************@hotmail.com,남,70세,1940년 05월,전라북도 청주시,T,2020-06-22,2018-03-06,19.78,111.46,드라마,액션,언니,2.0
이몽룡,4************@naver.com,남,60세,1960년 02월,대구광역시 양천구,F,,2018-11-06,2.81,117.41,영화,스릴러,비밀은 없다,5.0
허난설헌,6*******@naver.com,여,50세,1970년 07월,인천광역시 마포구,T,2017-06-03,2019-11-06,90.25,92.86,드라마,멜로/로맨스,참한 누나,2.0
성춘향,s**********@naver.com,여,50세,1960년 10월,세종특별자치시 서대문구,F,,2021-06-19,28.74,120.24,영화,멜로/로맨스,바람난 여자들2,4.5
장길산,a******@daum.net,남,30세,1980년 12월,대구광역시 영등포구,T,2018-02-26,2020-02-03,6.47,160.51,영화,"멜로/로맨스,코미디",그 여자 그 남자의 속사정,5.0
장길산,1**********@gmail.com,남,50세,1970년 06월,경상북도 과천시,F,,2020-11-13,104.01,130.9,드라마,"범죄,미스터리,스릴러",이태원 살인사건,5.0
허난설헌,e*****@naver.com,여,80세,1930년 12월,충청남도 평택시,T,2019-09-17,2018-12-19,151.38,165.57,영화,"멜로/로맨스,드라마",지인의 노랑꽃,2.5
허난설헌,9*************@gmail.com,여,20세,1990년 07월,대전광역시 서구,F,,2019-03-17,116.12,129.89,영화,,처제의 속사정2,4.0
허난설헌,_******************@naver.com,여,50세,1970년 06월,경상남도 금산군,T,2020-11-06,2019-04-07,5.66,110.73,영화,,형님 아내4(우주공주 춘향),1.0
이몽룡,c****@gmail.com,남,40세,1970년 05월,제주특별자치도 원주시,F,,2017-05-29,5.67,171.52,드라마,코미디,미쓰 와이프,1.5
황진이,_******@naver.com,여,30세,1980년 04월,충청북도 속초시,T,2019-02-26,2019-06-08,17.79,104.36,드라마,"멜로/로맨스,드라마",창피해,3.0
신사임당,f*****@gmail.com,여,80세,1930년 06월,경상북도 오산시,F,,2020-07-30,148.84,165.24,영화,멜로/로맨스,엄마의 사랑,2.5
장희빈,i***************@daum.net,여,60세,1950년 01월,경상북도 오산시,T,2020-08-22,2021-04-11,77.76,112.41,영화,멜로/로맨스,젊은 엄마 친구,2.5
장길산,z**********@gmail.com,남,80세,1930년 12월,경기도 안산시,F,,2017-09-10,117.08,117.16,드라마,다큐멘터리,노무현과 바보들,3.0
성춘향,p*****@hotmail.com,여,50세,1970년 01월,충청북도 동해시,T,2019-03-01,2018-02-26,82.83,138.98,영화,드라마,어쩌다 하룻밤,1.5
장길산,n*********@naver.com,남,20세,2000년 02월,강원도 포천시,F,,2017-05-22,117.59,171.33,영화,드라마,앞집여자 길들이기,3.5
황진이,b*******@hotmail.com,여,50세,1960년 06월,강원도 성남시,F,,2019-09-18,77.03,138.76,드라마,성인물(에로),예비며느리,2.5
허난설헌,n*********@naver.com,여,20세,1990년 11월,충청북도 음성군,T,2020-08-30,2019-05-05,136.25,138.92,영화,"코미디,멜로/로맨스,드라마",너의 여자친구,5.0
이몽룡,g********@daum.net,남,80세,1930년 01월,부산광역시 도봉구,F,,2021-11-13,68.58,129.06,영화,,달콤한 여선배 무삭제,3.5
허난설헌,g**************@naver.com,여,60세,1960년 11월,충청북도 이천시,F,,2020-07-25,154.33,161.17,드라마,멜로/로맨스,내 착한 새엄마 (감독판),0.5
장길산,1***************@daum.net,남,10세,2010년 02월,충청남도 청주시,T,2020-10-18,2018-06-24,164.58,166.59,드라마,"코미디,드라마","힘내세요, 병헌씨",4.0
허난설헌,b************@gmail.com,여,40세,1970년 07월,경상남도 괴산군,F,,2020-08-21,8.95,131.49,드라마,드라마,선지자의 밤,4.5
이몽룡,w**********@naver.com,남,70세,1940년 01월,세종특별자치시 양천구,F,,2020-01-28,153.7,173.86,드라마,멜로/로맨스,나의 젊은 형수님 - 감독판,1.0
임꺽정,6***************@daum.net,남,40세,1980년 09월,울산광역시 강동구,T,2017-06-27,2017-03-17,135.76,148.96,영화,멜로/로맨스,내 친구의 아내: 만져봐도 될까요?,3.0
신사임당,4*******@naver.com,여,50세,1960년 03월,대전광역시 서대문구,F,,2020-01-05,113.03,157.23,영화,"멜로/로맨스,드라마",맛있는불륜-택시,3.0
성춘향,_*************@daum.net,여,20세,1990년 06월,전라북도 보은군,T,2020-04-16,2017-09-03,116.96,164.95,영화,"코미디,멜로/로맨스",사랑이 무서워,4.5
황진이,v**************@gmail.com,여,20세,1990년 08월,대전광역시 서대문구,F,,2017-10-29,111.67,155.0,드라마,"공포(호러),스릴러",외톨이,1.5
신사임당,4********@naver.com,여,70세,1940년 11월,인천광역시 강북구,T,2020-12-22,2020-08-16,33.17,96.2,드라마,"가족,드라마",할머니는 일학년,3.0
한석봉,y******@hotmail.com,남,70세,1940년 03월,경기도 논산시,F,,2021-10-19,15.6,135.41,영화,멜로/로맨스,이채담의 지스팟-무삭제,4.5
허난설헌,_****@naver.com,여,40세,1970년 09월,충청남도 천안시,F,,2017-11-11,36.07,179.42,영화,다큐멘터리,광주비디오: 사라진 4시간,3.5
한석봉,a******@daum.net,남,10세,2010년 05월,경상남도 시흥시,F,,2021-04-20,79.3,159.6,드라마,드라마,선생님 한 번만 더 ,4.0
황진이,f****@naver.com,여,70세,1940년 11월,세종특별자치시 도봉구,F,,2021-08-03,48.25,150.1,영화,드라마,극한수업,1.5
신사임당,c***********@hotmail.com,여,40세,1970년 02월,울산광역시 종로구,F,,2018-12-09,51.71,160.33,영화,다큐멘터리,미국의 바람과 불,4.5
장길산,i***********@gmail.com,남,60세,1960년 07월,대구광역시 종로구,F,,2018-10-05,140.64,161.39,영화,사극,나랏말싸미,1.0
성춘향,6****************@gmail.com,여,30세,1980년 03월,부산광역시 금천구,T,2019-11-11,2020-03-15,76.97,109.86,드라마,코미디,마파도2,4.0
홍길동,s******@naver.com,남,80세,1930년 02월,경상북도 부천시,F,,2019-06-24,57.96,138.65,드라마,다큐멘터리,할매,5.0
허난설헌,n****************@hotmail.com,여,50세,1970년 10월,인천광역시 은평구,F,,2017-11-17,112.43,131.35,드라마,"스릴러,드라마",더 파이브,0.5
허난설헌,b**********@hotmail.com,여,50세,1960년 12월,전라남도 용인시,F,,2021-12-20,109.2,136.31,영화,"드라마,멜로/로맨스",여덟 번의 감정,5.0
성춘향,j************@naver.com,여,10세,2000년 03월,전라북도 고양시,T,2017-11-14,2018-06-13,18.65,106.44,영화,공포(호러),분홍신,1.5
성춘향,q**********@naver.com,여,10세,2010년 04월,인천광역시 강남구,F,,2019-06-17,40.05,122.6,드라마,다큐멘터리,광인옥한흠,3.5
허난설헌,v*******************@naver.com,여,10세,2000년 10월,광주광역시 마포구,F,,2018-11-11,105.3,170.68,드라마,멜로/로맨스,노래방 : 화끈한 여자들 2 무삭제,1.0
홍길동,n********@gmail.com,남,40세,1980년 05월,대구광역시 노원구,F,,2021-02-22,25.22,126.14,영화,멜로/로맨스,착한 장모: 사위를 사랑하다 (무삭제),1.0
장희빈,c********@hotmail.com,여,10세,2000년 02월,울산광역시 마포구,T,2021-06-08,2020-09-12,53.5,179.73,영화,다큐멘터리,직지코드,3.0
홍길동,s***********@naver.com,남,20세,2000년 12월,대전광역시 성북구,F,,2018-05-26,72.44,173.17,드라마,SF,내츄럴시티,1.0
임꺽정,c************@hotmail.com,남,10세,2000년 02월,인천광역시 중구,T,2021-11-09,2018-03-22,95.62,97.77,영화,"드라마,다큐멘터리","귀향, 끝나지 않은 이야기",5.0
임꺽정,l*******@daum.net,남,20세,1990년 03월,경상북도 단양군,T,2018-10-15,2017-03-27,3.21,134.64,영화,"드라마,코미디",YMCA야구단,3.0
황진이,e*************@daum.net,여,30세,1980년 06월,충청북도 안산시,T,2018-10-02,2018-04-20,56.94,118.88,영화,멜로/로맨스,직장 스와핑 : 예쁜 여직원들 무삭제판,5.0
임꺽정,o**********@gmail.com,남,50세,1970년 05월,대구광역시 송파구,F,,2018-04-28,127.26,159.06,드라마,멜로/로맨스,맛있는여대생들 ,3.0
장길산,u**********@hotmail.com,남,50세,1960년 03월,울산광역시 서대문구,T,2019-03-11,2019-01-11,4.54,99.15,영화,멜로/로맨스,아내의 동창회 무삭제,4.5
임꺽정,k******************@daum.net,남,50세,1960년 11월,강원도 성남시,T,2020-01-14,2017-07-01,42.59,120.49,드라마,공연,서태지밴드 콘서트투어 '콰이어트나이트',3.5
임꺽정,h**********@daum.net,남,50세,1970년 07월,전라북도 삼척시,T,2021-09-01,2017-11-29,10.33,142.23,드라마,공연,오디세오,0.5
장길산,t*******************@hotmail.com,남,50세,1970년 05월,부산광역시 영등포구,T,2021-06-02,2020-03-18,7.69,147.43,영화,"드라마,코미디",귀여워,1.5
홍길동,s*************@hotmail.com,남,20세,1990년 11월,서울특별시 성북구,T,2020-11-26,2017-09-13,79.04,112.73,드라마,"드라마,액션",태풍,0.5
성춘향,f**************@daum.net,여,80세,1930년 10월,경기도 충주시,F,,2019-04-22,94.85,124.84,영화,멜로/로맨스,착한 형수 3,5.0
이몽룡,9*****@hotmail.com,남,60세,1960년 09월,대전광역시 마포구,T,2020-07-02,2021-04-14,51.22,118.74,드라마,"애니메이션,가족,어드벤처",고녀석 맛나겠다2 : 함께라서 행복해,3.5
임꺽정,t**************@hotmail.com,남,10세,2000년 11월,충청북도 고양시,F,,2018-06-14,60.59,179.67,드라마,드라마,굿바이 보이,0.5
한석봉,5*************@hotmail.com,남,50세,1970년 05월,광주광역시 동작구,T,2019-07-02,2021-01-21,32.32,149.97,영화,드라마,나의 연기 워크샵,3.5
성춘향,t**************@naver.com,여,50세,1960년 06월,충청북도 평창군,F,,2020-09-22,2.7,119.31,영화,"멜로/로맨스,드라마",여자 하숙집 3,4.0
성춘향,w**************@daum.net,여,80세,1930년 11월,대구광역시 중랑구,T,2021-02-14,2020-04-10,161.33,163.85,드라마,공포(호러),두 개의 달,1.5
신사임당,k*************@naver.com,여,50세,1960년 08월,대전광역시 강동구,T,2021-12-09,2018-05-24,91.12,159.75,영화,"드라마,멜로/로맨스",행복,2.0
한석봉,c***********@daum.net,남,80세,1930년 04월,광주광역시 마포구,T,2020-05-06,2021-04-08,23.42,128.44,드라마,멜로/로맨스,어린 작은엄마 무삭제,4.5
홍길동,r*****@daum.net,남,80세,1940년 06월,인천광역시 강북구,F,,2020-09-19,69.7,126.73,영화,"드라마,코미디",좋지 아니한가,2.0
한석봉,2******************@gmail.com,남,10세,2000년 01월,부산광역시 중구,F,,2017-02-04,46.02,131.43,영화,멜로/로맨스,두근두근펜션,5.0
성춘향,z******************@gmail.com,여,60세,1950년 05월,전라북도 평창군,T,2021-01-31,2017-06-28,22.14,128.54,드라마,"공포(호러),스릴러",외톨이,5.0
황진이,8***********@daum.net,여,40세,1970년 03월,경기도 춘천시,F,,2017-08-10,17.67,126.71,드라마,"드라마,코미디",귀여워,4.0
허난설헌,g******@naver.com,여,30세,1980년 06월,울산광역시 양천구,F,,2018-02-01,113.6,149.22,드라마,멜로/로맨스,어린여동생2-무삭제,1.5
한석봉,r****@daum.net,남,80세,1930년 07월,경상남도 논산시,F,,2021-10-18,42.12,94.56,드라마,드라마,시간,3.5
황진이,z******************@hotmail.com,여,60세,1960년 10월,제주특별자치도 청양군,F,,2018-04-20,77.43,96.29,영화,성인물(에로),내연녀,4.5
황진이,b*****************@hotmail.com,여,40세,1970년 09월,충청북도 원주시,T,2021-03-28,2019-10-02,106.46,160.2,드라마,스릴러,반드시 잡는다,1.0
허난설헌,m****@gmail.com,여,20세,1990년 01월,대구광역시 영등포구,F,,2018-07-15,24.87,131.57,영화,"코미디,멜로/로맨스",포장마차-무삭제판,1.0
장길산,p*******@naver.com,남,70세,1950년 01월,경상남도 속초시,F,,2018-10-09,84.87,95.14,영화,멜로/로맨스,흐느끼는숙모-무삭제,0.5
신사임당,b****************@naver.com,여,40세,1970년 03월,울산광역시 서초구,F,,2017-09-24,109.37,142.82,영화,드라마,신성일의 행방불명,1.0
임꺽정,d*******@hotmail.com,남,20세,1990년 11월,부산광역시 서대문구,F,,2020-04-07,21.37,94.29,드라마,멜로/로맨스,맛있는 동거 2,1.5
임꺽정,r*****@daum.net,남,70세,1950년 06월,인천광역시 동대문구,T,2017-08-05,2021-11-17,84.24,112.71,영화,성인물(에로),맨살의 청춘,1.0
장희빈,9****@daum.net,여,30세,1990년 05월,전라북도 양주시,F,,2020-04-15,108.25,112.75,드라마,멜로/로맨스,비밀정사 : 작은엄마,4.0
황진이,7***************@gmail.com,여,10세,2000년 12월,전라북도 광주시,F,,2018-01-27,37.27,174.29,영화,멜로/로맨스,매력적인 장모님,3.5
홍길동,b*******************@naver.com,남,20세,2000년 05월,경상남도 파주시,T,2020-08-01,2019-08-05,31.72,122.18,드라마,멜로/로맨스,애완남 - 무삭제판,2.5
한석봉,a*******************@naver.com,남,50세,1960년 06월,강원도 청주시,F,,2018-11-17,18.48,136.14,드라마,다큐멘터리,MB의 추억,3.0
황진이,y**************@naver.com,여,70세,1950년 06월,제주특별자치도 논산시,T,2021-01-03,2020-12-17,0.26,104.06,영화,"액션,코미디,판타지",화산고,4.0
장희빈,h*************@daum.net,여,60세,1950년 06월,대전광역시 도봉구,T,2018-03-27,2018-03-06,14.17,106.01,영화,다큐멘터리,"불의 날, 생명을 말하다",5.0
임꺽정,g*********@gmail.com,남,70세,1940년 12월,세종특별자치시 도봉구,T,2017-05-23,2020-07-28,97.54,168.51,드라마,드라마,신성일의 행방불명,3.5
한석봉,h*********@naver.com,남,50세,1960년 04월,울산광역시 종로구,F,,2018-03-12,86.8,146.82,영화,멜로/로맨스,내 남편의 친구 무삭제,2.5
신사임당,g*******@daum.net,여,80세,1930년 03월,제주특별자치도 평창군,T,2018-04-07,2018-09-16,108.47,122.23,영화,드라마,채비,2.5
성춘향,a*************@naver.com,여,50세,1970년 12월,충청북도 고양시,F,,2020-11-01,144.67,179.53,영화,"드라마,멜로/로맨스",내 여자의 남자들 무삭제판,0.5
장희빈,i*******************@daum.net,여,40세,1970년 11월,서울특별시 은평구,F,,2019-03-30,158.47,169.46,드라마,범죄,나쁜 피,5.0
이몽룡,2******@gmail.com,남,50세,1960년 05월,인천광역시 강북구,T,2019-03-20,2019-12-02,119.42,155.03,드라마,"SF,액션",영건 탐정사무소,2.5
성춘향,9*******@naver.com,여,10세,2000년 06월,경기도 수원시,F,,2019-02-15,30.77,100.67,드라마,"멜로/로맨스,코미디,사극",옹녀뎐,4.0
성춘향,t************@daum.net,여,80세,1940년 06월,경상남도 성남시,T,2017-09-10,2018-02-26,77.9,118.22,드라마,코미디,황산벌,3.5
황진이,4**************@naver.com,여,80세,1940년 10월,경기도 부천시,F,,2021-09-09,102.43,157.67,영화,멜로/로맨스,화끈한 미용실,2.0
장길산,d*******@hotmail.com,남,20세,1990년 01월,경상북도 음성군,F,,2017-01-25,40.52,133.12,드라마,성인물(에로),자가격리파트너 윤아,3.5
황진이,r**************@hotmail.com,여,60세,1950년 01월,제주특별자치도 부천시,F,,2021-03-31,152.35,157.03,영화,코미디,작업의 정석,3.5
홍길동,6**********@hotmail.com,남,10세,2010년 01월,제주특별자치도 성남시,F,,2021-07-21,92.82,99.47,영화,멜로/로맨스,신어우동 - 무삭제판,5.0
장길산,g***********@daum.net,남,50세,1960년 07월,대구광역시 강북구,T,2020-01-28,2019-02-06,75.76,95.34,드라마,멜로/로맨스,주말 오후6시의 연인,0.5
홍길동,0******@daum.net,남,40세,1980년 07월,경상북도 영동군,F,,2020-11-12,81.06,110.67,드라마,멜로/로맨스,나쁜 처제 2,5.0
성춘향,8****************@hotmail.com,여,50세,1960년 02월,부산광역시 서초구,F,,2021-10-02,28.69,104.65,영화,코미디,나두야 간다,1.5
황진이,w**************@hotmail.com,여,70세,1940년 10월,세종특별자치시 성북구,T,2019-12-12,2019-04-01,51.42,99.3,드라마,멜로/로맨스,형수의 유혹 무삭제,2.5
임꺽정,q**************@daum.net,남,70세,1940년 10월,광주광역시 강동구,F,,2018-11-22,134.33,157.6,영화,애니메이션,출동! 시크릿 보틀 수호대,1.5
허난설헌,e**********@daum.net,여,70세,1940년 07월,대전광역시 광진구,T,2018-01-31,2017-01-21,31.83,178.61,영화,성인물(에로),바람난 처제,2.0
장길산,u*********@naver.com,남,20세,2000년 04월,대구광역시 동작구,T,2017-10-06,2018-11-04,62.55,133.79,영화,"멜로/로맨스,드라마",교회누나,1.0
이몽룡,j************@gmail.com,남,30세,1980년 08월,서울특별시 송파구,F,,2018-09-23,19.21,123.11,영화,"드라마,멜로/로맨스",아빠와 딸 그리고 딸의 친구들,5.0
성춘향,7******@hotmail.com,여,70세,1940년 07월,경상남도 수원시,F,,2019-04-02,96.28,171.93,드라마,코미디,역전의 명수,1.0
황진이,x*****************@hotmail.com,여,30세,1980년 08월,광주광역시 동구,T,2021-07-14,2020-03-06,115.12,177.77,드라마,멜로/로맨스,그녀의 색맛: 무삭제판,0.5
성춘향,6******************@gmail.com,여,80세,1930년 05월,인천광역시 동구,F,,2020-02-21,47.58,121.21,드라마,"멜로/로맨스,드라마",불륜 동창회 3 무삭제,3.0
홍길동,k*************@hotmail.com,남,70세,1940년 08월,부산광역시 성북구,F,,2018-01-21,90.86,96.34,영화,"멜로/로맨스,드라마",변호인의 완전한 사육 무삭제판,3.0
한석봉,2*******************@gmail.com,남,40세,1980년 01월,전라북도 용인시,F,,2021-01-15,50.55,96.26,드라마,"멜로/로맨스,스릴러",섹스메이트,4.0
신사임당,9*******@gmail.com,여,60세,1950년 02월,세종특별자치시 동구,F,,2018-05-29,105.17,149.94,영화,드라마,"오늘, 우리 2",3.5
장길산,o*****************@daum.net,남,70세,1940년 12월,제주특별자치도 횡성군,F,,2018-08-19,96.26,125.15,영화,멜로/로맨스,A형젖큰여자친구,2.5
이몽룡,9***************@hotmail.com,남,20세,1990년 11월,서울특별시 양천구,F,,2020-08-24,40.01,144.95,드라마,멜로/로맨스,룸싸롱 맛있는 서비스,5.0
임꺽정,a*******@daum.net,남,80세,1930년 06월,울산광역시 마포구,F,,2017-09-19,84.1,179.07,드라마,멜로/로맨스,보험왕의특별한마사지-무삭제,1.5
이몽룡,0***************@naver.com,남,70세,1940년 06월,전라남도 성남시,F,,2019-01-22,0.94,146.24,드라마,다큐멘터리,고양이 춤,2.5
황진이,5*************@naver.com,여,10세,2000년 12월,울산광역시 양천구,F,,2018-06-09,108.15,165.08,영화,멜로/로맨스,선녀는 몸으로 운다-감독판,1.0
황진이,-*******************@daum.net,여,30세,1980년 07월,세종특별자치시 서대문구,T,2019-10-21,2018-10-11,42.54,109.47,영화,기타,친척 여동생,4.5
황진이,2********@gmail.com,여,60세,1960년 08월,광주광역시 양천구,F,,2018-06-23,9.2,152.5,드라마,드라마,바람난 와이프,2.5
성춘향,4***********@hotmail.com,여,40세,1970년 12월,강원도 음성군,T,2019-06-25,2019-12-06,117.67,161.15,드라마,멜로/로맨스,젊은 형수: 형의 여자를 탐하다(무삭제),4.0
장희빈,d*****@gmail.com,여,30세,1980년 03월,대전광역시 서대문구,F,,2021-04-10,52.9,111.31,영화,"미스터리,드라마",경성학교: 사라진 소녀들,3.5
신사임당,p*********@naver.com,여,50세,1970년 01월,전라남도 청주시,T,2021-09-12,2021-09-05,32.45,101.92,영화,멜로/로맨스,맛있는여대생들 ,1.0
이몽룡,n*******************@naver.com,남,60세,1960년 06월,전라북도 용인시,F,,2017-07-29,15.8,126.22,드라마,"스릴러,드라마",공범,4.5
장희빈,5****************@daum.net,여,10세,2000년 08월,경기도 부천시,T,2019-05-07,2018-04-05,53.37,106.31,드라마,드라마,밤의 해변에서 혼자,3.5
홍길동,2*********@naver.com,남,80세,1940년 11월,세종특별자치시 종로구,F,,2020-01-14,78.16,117.3,영화,멜로/로맨스,어린 엄마 2,1.5
성춘향,7*******************@naver.com,여,80세,1930년 09월,강원도 화천군,T,2019-12-16,2019-07-24,41.99,164.97,드라마,기타,형수님은 열아홉,3.0
홍길동,4*********@hotmail.com,남,30세,1980년 10월,부산광역시 광진구,F,,2021-12-24,86.7,125.76,영화,코미디,가문의 위기(가문의 영광2),1.5
성춘향,3******@daum.net,여,30세,1990년 04월,전라북도 충주시,T,2021-04-24,2019-03-27,106.67,118.42,영화,"멜로/로맨스,드라마",러브씬,5.0
허난설헌,o*********@daum.net,여,20세,1990년 09월,서울특별시 강북구,F,,2020-10-01,81.79,127.75,영화,"멜로/로맨스,코미디",미녀는 괴로워,0.5
신사임당,k*******@hotmail.com,여,30세,1990년 12월,전라남도 하남시,T,2020-03-29,2019-04-17,6.44,130.14,드라마,드라마,말하지 못한 비밀,1.0
장희빈,3***********@gmail.com,여,20세,2000년 05월,충청북도 군포시,T,2020-02-07,2018-10-25,29.9,93.03,영화,멜로/로맨스,가슴 큰 태희,5.0
장길산,w*****************@naver.com,남,30세,1980년 08월,서울특별시 도봉구,T,2020-11-19,2017-06-14,38.55,172.4,드라마,"드라마,코미디",레슬러,2.5
한석봉,2****************@gmail.com,남,80세,1930년 10월,충청북도 이천시,T,2018-06-14,2017-12-03,69.17,140.12,영화,"멜로/로맨스,드라마",젊은 장모님들 - 감독판,5.0
허난설헌,y**************@hotmail.com,여,80세,1930년 05월,전라북도 고성군,F,,2018-02-18,10.75,100.42,영화,다큐멘터리,파울볼,3.5
황진이,k*************@hotmail.com,여,60세,1950년 12월,경상남도 오산시,T,2019-05-12,2021-08-23,118.65,157.77,드라마,코미디,머피와 샐리의 법칙,5.0
장길산,1******@daum.net,남,30세,1990년 08월,제주특별자치도 용인시,F,,2018-11-12,111.43,141.21,드라마,"범죄,액션",신의 한 수: 귀수편,5.0
한석봉,z*****************@naver.com,남,70세,1950년 07월,서울특별시 관악구,F,,2017-08-29,29.57,134.07,드라마,드라마,아찔한 형수,2.5
이몽룡,1*****************@gmail.com,남,30세,1980년 04월,대구광역시 중랑구,T,2018-01-31,2021-08-14,13.11,114.74,드라마,멜로/로맨스,어린 누나 2,3.5
홍길동,c********@gmail.com,남,30세,1980년 08월,광주광역시 북구,F,,2018-08-10,121.07,147.3,영화,멜로/로맨스,그대 너머에,3.0
황진이,v****@gmail.com,여,30세,1980년 09월,충청남도 성남시,F,,2017-02-22,3.94,175.11,영화,멜로/로맨스,착한 장모님들과의 정사(감독판),1.5
